ID,StreamID,Type,Category,Unit,NestedRelations,RelationType.1,Entity.EntityID.1,Entity.EntityType.1,Entity.Category.1,Entity.Depth.1,RelationType.2,Entity.EntityID.2,Entity.EntityType.2,Entity.Category.2,Entity.Depth.2,RelationType.3,Entity.EntityID.3,Entity.EntityType.3,Entity.Category.3,Entity.Depth.3,RelationType.4,Entity.EntityID.4,Entity.EntityType.4,Entity.Category.4,Entity.Depth.4,RelationType.5,Entity.EntityID.5,Entity.EntityType.5,Entity.Category.5,Entity.Depth.5,hasStream,
6b498416_1218_453d_a09e_64a2e2aebe24.9032ecc7_e32a_44de_859c_bf8b64c6ae8a,b0b973e8_98cc_4adf_b1d1_774d2314512d,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.983cbacc_7d0f_47e8_aa19_a0912eab6f3c,1afde7d7_004d_41c5_89b2_ede5967e4807,Electrical_Energy_Sensor,Sensor,KiloV-A_Reactive,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.9f7c160b_2de5_47a8_b284_2dd6edad72a0,eb9ea1fb_e0f8_4e3f_9034_91c40d8d730f,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.a237d46d_cd33_4222_b76a_a6c3fa1ffe01,d54ce31c_50ff_4915_af0f_5694a9e3aade,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.a8dcfdcf_d834_43f2_8db6_ebc13f3c0049,782ff5fd_e9ba_42d7_b05a_e9fb4cbddc13,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.b1a78aa6_d50d_4c0a_920e_5ff7019ab663,e9c71c58_0047_4611_a978_e8ee77a85417,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,Sensor,HZ,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.bd260118_e2c4_4562_a67b_9cdd7c3c7b8c,10002612_fe3c_450b_9bf7_ba516e331361,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.de95bdb2_ea14_4a4f_9b67_1492db07096c,b9c0dfe7_4cd7_43a4_b21d_bc514cec2087,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.f1ddb1d3_e351_484e_84fe_51c28e57566a,b81a35cd_3b10_4f4d_a622_b47097752a01,Electrical_Power_Sensor,Sensor,KiloV-A_Reactive,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.f1ecaee4_72c9_4199_b357_9a40f2c3a9e2,bcef6619_a7cd_4b26_92c6_f78b58fb7cbf,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.f246a8c4_e371_44e5_be8c_8e310eb39965,477165cc_20e8_4fcb_a477_837eb0f4310e,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.f3fd55d7_811c_4eb1_8a5e_fc7921ad1f6d,db7e08e4_50fd_4a34_84d6_f8191b598f60,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6b498416_1218_453d_a09e_64a2e2aebe24.f411c52f_1e8c_4f90_9bdc_f2cdc18c22f3,aba34360_b41c_4c78_9a09_c112ae524537,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '6b498416_1218_453d_a09e_64a2e2aebe24', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,6b498416_1218_453d_a09e_64a2e2aebe24,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
6ef4f046_1a38_4239_a20e_c52e3ed31f4e,853a7557_bcaf_468c_9f25_6d1ae28a0de6,Electrical_Energy_Sensor,Sensor,KiloW-HR,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': 'b99ce6df_b057_4d80_81ba_ad76462968c1', 'EntityType': 'Electrical_Generation_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,b99ce6df_b057_4d80_81ba_ad76462968c1,Electrical_Generation_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.03b6527a_74b4_4292_8b2a_9ef67d5136ba,ff903ff1_5b5d_41c3_ab72_75b49c9df39b,Electrical_Power_Sensor,Sensor,KiloV-A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.1fb09601_408e_4074_98c5_e7a082e0bc58,3d4ef144_67a2_4e0b_8ae0_7c13e867571e,Point,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,FALSE,
70d05bb1_6810_435a_bcac_8166afba0ba6.22ce6a56_6e92_414e_b70d_0deb2be5cc54,a381ff86_c182_47dd_a6f6_921248304381,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.2c1c5465_2f12_4247_abea_c7493d003286,d729c013_210c_4aba_8539_ee5c33fefc54,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.3ad9be1a_b080_4888_b6da_8bf10dec8623,9ad43890_1083_47db_8d1f_60a37a0f139a,Electrical_Energy_Sensor,Sensor,KiloW-HR,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.54513e05_7134_47e7_9851_c873ed33a104,7501ddac_f570_469a_86f6_071737d419e7,Electrical_Energy_Sensor,Sensor,KiloW-HR,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.54b4e9ee_be4d_433b_b0f8_4263a00f6236,08b1cc70_e437_43e2_b961_9eb2e1e7cf28,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.7b4f5802_1349_46b9_838d_b6bf2e847bdf,1be1ba75_f7bc_4270_b037_60fc602b36ac,Point,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,FALSE,
70d05bb1_6810_435a_bcac_8166afba0ba6.7f8a3b58_46c0_4bc8_a174_7ca36181c653,27b478b7_9326_4665_a148_06b3e62a6f45,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.9032ecc7_e32a_44de_859c_bf8b64c6ae8a,43bd8860_c945_4ed0_90d4_8aa83fae24eb,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.983cbacc_7d0f_47e8_aa19_a0912eab6f3c,a77ec80b_9fd3_4ac9_a227_d9c11b01f0de,Electrical_Energy_Sensor,Sensor,KiloV-A_Reactive,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.9f7c160b_2de5_47a8_b284_2dd6edad72a0,02e608c1_09fe_48be_91dc_1419d6bc1fa7,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.a237d46d_cd33_4222_b76a_a6c3fa1ffe01,65116d40_8e7c_4a61_9dd0_c9d797504140,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.a8dcfdcf_d834_43f2_8db6_ebc13f3c0049,1e2dde80_ea56_471a_904d_d98aa2b9aa09,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.b1a78aa6_d50d_4c0a_920e_5ff7019ab663,41c056b3_0532_45b6_8c5f_afa3fa8784b5,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,Sensor,HZ,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.bd260118_e2c4_4562_a67b_9cdd7c3c7b8c,c698af17_1a9f_493d_a24e_add7ce859f54,Electrical_Power_Sensor,Sensor,KiloW,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.de95bdb2_ea14_4a4f_9b67_1492db07096c,7e33c99c_8244_41d7_b5f5_35c03eb78aee,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.f1ddb1d3_e351_484e_84fe_51c28e57566a,d2c45bbe_f5fa_4104_9aa3_fc080e27a112,Electrical_Power_Sensor,Sensor,KiloV-A_Reactive,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.f1ecaee4_72c9_4199_b357_9a40f2c3a9e2,60a76402_fb41_4cc0_a8e9_97b6a5a14ba1,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.f246a8c4_e371_44e5_be8c_8e310eb39965,2d82b574_ab1b_4d96_871a_5b71f6f3d262,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.f3fd55d7_811c_4eb1_8a5e_fc7921ad1f6d,2b8a66e5_2f10_4a44_99cd_0e76b87fd132,Voltage_Sensor,Sensor,V,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
70d05bb1_6810_435a_bcac_8166afba0ba6.f411c52f_1e8c_4f90_9bdc_f2cdc18c22f3,c3701971_ae21_442b_b93a_d82d47af13a2,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '70d05bb1_6810_435a_bcac_8166afba0ba6', 'EntityType': 'Electrical_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,70d05bb1_6810_435a_bcac_8166afba0ba6,Electrical_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
71d76c95_92ae_4336_b8df_008eea79b59a,0c2ce5e2_3858_4303_8e11_7e2080c187c2,Current_Sensor,Sensor,A,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': 'b99ce6df_b057_4d80_81ba_ad76462968c1', 'EntityType': 'Electrical_Generation_Meter', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': []}}]}",isPointOf,b99ce6df_b057_4d80_81ba_ad76462968c1,Electrical_Generation_Meter,Equipment,2,,,,,,,,,,,,,,,,,,,,,TRUE,
793f94f9_73d2_4ed2_8ccb_abf4576c2a84.013f2a1c_ef37_42c1_9c31_d547490e9cce,11328598_25fc_4808_ba70_a4a48ed1d6e4,Air_Temperature_Sensor,Sensor,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': []}}]}}]}}]}",isPointOf,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440,Conference_Room,Location,2,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,3,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,4,,,,,,,,,,,TRUE,
793f94f9_73d2_4ed2_8ccb_abf4576c2a84.06d2f814_1ca9_4431_a5ba_1557250d731a.73210f0b_d972_48f3_9cea_dd93c1a04303,e91f4ad0_989b_427e_aa7b_9ac9d8a54543,Mode_Command,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '793f94f9_73d2_4ed2_8ccb_abf4576c2a84', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,793f94f9_73d2_4ed2_8ccb_abf4576c2a84,Fan_Coil_Unit,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440,Conference_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,FALSE,
793f94f9_73d2_4ed2_8ccb_abf4576c2a84.06d2f814_1ca9_4431_a5ba_1557250d731a.7b8c0523_d3f0_4ffd_9f2c_f6d70d338c81,b157a75e_4e91_4072_97ba_c0a0c9524954,Mode_Command,Point,,"{'RelatedEntities': [{'RelationType': 'isPointOf', 'Entity': {'EntityID': '793f94f9_73d2_4ed2_8ccb_abf4576c2a84', 'EntityType': 'Fan_Coil_Unit', 'Category': 'Equipment', 'Depth': 2, 'RelatedEntities': [{'RelationType': 'hasLocation', 'Entity': {'EntityID': 'd02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440', 'EntityType': 'Conference_Room', 'Category': 'Location', 'Depth': 3, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': 'e8e7705d_b87a_4bf3_b454_202ca27ea7ad', 'EntityType': 'Basement', 'Category': 'Location', 'Depth': 4, 'RelatedEntities': [{'RelationType': 'isPartOf', 'Entity': {'EntityID': '13211186_beb4_4227_bd2d_0644e860886e', 'EntityType': 'Building', 'Category': 'Location', 'Depth': 5, 'RelatedEntities': []}}]}}]}}]}}]}",isPointOf,793f94f9_73d2_4ed2_8ccb_abf4576c2a84,Fan_Coil_Unit,Equipment,2,hasLocation,d02c6fdd_ce6b_44a1_b193_1ede85e7d4c8.de9e0393_c179_4e99_8bc8_db314a813440,Conference_Room,Location,3,isPartOf,e8e7705d_b87a_4bf3_b454_202ca27ea7ad,Basement,Location,4,isPartOf,13211186_beb4_4227_bd2d_0644e860886e,Building,Location,5,,,,,,TRUE,
